"NAME"	"LogPhase_RSeq_S3"	"MS10_hrs_Rseq_S5"	"MS14_hrs_Rseq_S6"	"MS20_hrs_Rseq_S7"	"MS30_hrs_Rseq_S8"	"MS44_hrs_Rseq_S9"	"MS55_hrs_Rseq_S10"
"CUT_CEL035CTa3"	2	2	2	2	2	2	2
"CUT_CEL036CTa3-A"	2	2	2	2	2	2	2
"CUT_CEL036CTs1"	4.04048	2.67156	4.78442	8.90816	6.83279	7.0737	11.1158
"CUT_CEL046CD1"	2	2	2	2	2	2	2
"CUT_CEL046CD2"	61.1826	19.5384	49.859	42.567	30.1655	20.2395	29.0232
"CUT_CEL046CTa1"	2	2	2	2	2	2	2
"CUT_CEL051WC3-A"	2	2	2	2	2	2	2
"CUT_CEL051WC3-B"	2	2	2	2	2	2	2
"CUT_CEL051WTs3-A"	2	2	2	2	2	2	2
"CUT_CEL052WTa3"	2	2	2	2	2	2	2
"CUT_CEL053CD3"	2	2	2	2	2	2	2
"CUT_CEL053CTa3-B"	2	2	2	2	2	2	2
"CUT_CEL057CD1-A"	2	2	4.22795	3.16485	2.193	2	5.77957
"CUT_CEL060CTs3-B"	2	2	2	2	2	2	2
"CUT_CEL072WTa1-B"	2	2.62784	4.85567	8.06803	12.1118	17.1629	20.1374
"CUT_CEL072WTs1-C"	2	2	2	2	2	2	2
"CUT_CER001WD2"	12.2509	2	2	2.39613	2.10674	2	2
"CUT_CER012WTa3"	2	2	2	2	2	2	2
"CUT_CER015WTa2"	2	2	2	2	2	2	2
"CUT_CER019WD1"	2	2	2	2	2	2	2
"CUT_CER028CTs2"	2	2	2	2	2	2	2
"CUT_CER033CD1"	2	2	2	2	2	2	2
"CUT_CER035WC3"	2	2	2	2	2	2	2
"CUT_CER036CD2"	197.147	135.998	197.5	141.758	192.413	162.13	164.42
"CUT_CER037WD2"	7.21974	15.4917	2.99642	2.65873	8.03447	8.34473	14.5478
"CUT_CER041WTa3-B"	2	2	2	2	2	2	2
"CUT_CER044C-ATa3"	2	2	2	2	2	2	2.16656
"CUT_CER044CTa3"	2	2	2	2	2	2	2
"CUT_CER053CTa1"	2	2	2	2	2	2	2
"CUT_CER053CTs3-C"	2	2	2	2	2	2	2
"CUT_CER053CTs3-D"	2	2	2	2	2	2	2
"CUT_CER056C-ATa1"	2	2	2	2	2	2	2
"CUT_CER056C-ATa2"	2	2	2	2	2	2	2
"CUT_CER057CD1"	2	2	2	3.03567	2	2.23751	2
"CUT_CER057CTa3-B"	2	2	2	2	2	2	2
"CUT_CER058WTa2"	2	2	2	2	2	2	2
"CUT_CER061CTs1"	2	4.77718	2	2	3.41399	2	4.68301
"CUT_CER064CTs2"	2	2	2	2	2	2	2
"CUT_CER067WTs2"	2	2	2	2	2	2	2
"CUT_CER070WC3"	2	2	2	2	2	2	2
"CUT_CER071CD2"	2	2	2	2	2	2	2
"CUT_CER072WD3"	2	2	2	2	2	2	2
"CUT_CER078CTa3-B"	2	2	2	2	2	2	2.3415
"CUT_CER079WTa2"	2	2	2	2	2	2	2
"CUT_CER079WTa3-A"	2	2	2	2	2	2	2
"CUT_CER080WTa3"	2	2	2	2	2	2	2
"CUT_CER082CC1"	2	2	2	2	2	2	2
"CUT_CER083CTa3"	2	2	2	2	2	2	2
"CUT_CER087C-BC1"	2	2.01245	2	2	2	2	2
"CUT_CER088CTs2"	6.45271	2	2	2	2	2	6.38039
"CUT_CER089CD2"	2	2	2	2	2	2	2
"CUT_CER094CD2"	2	2	2	2	2	2	2
"CUT_CER102WTa3"	2	2	2	2	2	2	2
"CUT_CER114CTa1"	2	2	2	2	2	2	2
"CUT_CER116CTa3"	2	2	2	2	2	2	2
"CUT_CER118CTs1"	2	2	2	2	2	2	2
"CUT_CER119CD3"	2	2	2	2	2	2	2
"CUT_CER127WTa1-B"	2	2	2	2	2	2	2
"CUT_CER128WTa2"	2	2	2	2	2	2	2.73501
"CUT_CER133WC4"	2	2	2	2	2	2	2
"CUT_CER136WTs1-A"	2	2	2	2	2.03202	2	8.18972
"CUT_CER140WTa3-A"	2	2	2	2	2	2	4.7103
"CUT_CER140WTa3-B"	2	2	2	2.19108	2	2	2
"CUT_CER145CTa2"	2	2	2	2	2	3.33813	3.69245
"CUT_CER150WD3"	4.74799	2	2	2	8.48166	26.8315	2
"CUT_CER157WC3"	2	2	2	2	2	2	2
"CUT_CER157WD1"	4.20579	2	2	3.69785	2	2.29766	2
"CUT_CER162CTa1"	2	2	2	2	2	2	2
"CUT_CER164WTa3"	2	2	2	2	2	2	2
"CUT_CER165WTa3-C"	2	2	2	2	2	2	2
"CUT_CER165WTs2"	2	2	2	2	2	2	2
"CUT_CER176WTa3-D"	2	2	2	2	2	3.13976	2
"CUT_CER179WC3"	2	2	2	2	2	2	2
"CUT_CFL005WTa2"	2	2	2	2	2	2	2
"CUT_CFL010W-ATs3"	2	2	2	2	2	2	2
"CUT_CFL012WD2"	2	2	2	2	2	2	2.16046
"CUT_CFL012WTa1-A"	2	2	2	2	2	2	2
"CUT_CFL022CD2"	2	2	41.0355	2	24.1357	2	2
"CUT_CFL029CC3"	2	2	2	2	2	2	2
"CUT_CFL031WD2"	770.047	1009.11	1002.51	1168.23	979.224	967.681	1083.82
"CUT_CFL033CD2"	2	2	2	5.42929	2	2	2
"CUT_CFL042CTa3-B"	2	2	2	2	2	2	2
"CUT_CFL052WTs3"	2	2	2	2	2	2	2
"CUT_CFR001WTa3"	2	2	2	2	2	2	2
"CUT_CFR014CC4"	2	2	2	2	2	2	2
"CUT_CFR015CTa2"	2	2	2	2	2	2	2
"CUT_CFR025CTs3"	2	2	2	2	2	2	2
"CUT_CFR032C-ATa2"	2	2	2	2	2	2	2
"CUT_CFR032CTa3-A"	2	2	2	2	2	2	2
"CUT_CFR033CTa3"	2	2	2	2	2	2	2
"CUT_CFR034CTa3"	2	2	2	2	2	2	2
"CUT_CFR051CD1"	2	2	2	2	2	2	2
"CUT_CFR053CTs1-G"	2	2	2	2	2	2	2
"CUT_CFR053CTs1-J"	2	2	2	2	2	2	2
"CUT_CGL006W-AD1-D"	2	2	2	2	2	2	2
"CUT_CGL012WD3-A"	2	2	2	2	2	2	2
"CUT_CGL022WTa3"	2	2	2	2	2	2	2
"CUT_CGL037CTa2"	2	2	2	2	2	2.23109	5.30781
"CUT_CGL038CTs3"	2	2	2	2	2	2	2
"CUT_CGL043WD3"	2	2	2	2	2	2	2
"CUT_CGL044CD1"	2	2	2	2	2	2	2
"CUT_CGL051WTa1"	2	2	2	2	2	2	2
"CUT_CGL055WD2"	2.69399	7.32292	7.94308	10.8703	9.4505	11.6708	7.90908
"CUT_CGL059WTs3"	2	2	2	2	2	2	2
"CUT_CGL062WTs2"	31.5011	31.3766	90.2521	108.901	98.2196	79.1881	2
"CUT_CGL063WD1"	2	2	2	2	2	2	2
"CUT_CGL089CD3-A"	2	2	2	2	2	2	2
"CUT_CGL093WTa3-B"	2	2	2	2.07441	2	2	2
"CUT_CGL097WTs1-B"	2	2	2	2	2	2	2
"CUT_CGL098WTa1"	2	2	2	2	2	2	2
"CUT_CGL100WTa3"	2	2	2	2	2	2	2
"CUT_CGL107CTa1"	2	2	2	2	2.04947	3.36135	3.54693
"CUT_CGL117WTa3-C"	2	2	2	2	2	2	2
"CUT_CGL119WC1-C"	2	2	2	2	2	2	2
"CUT_CGL119WD1"	2	5.34328	2.77171	12.0386	2	4.7122	2
"CUT_CGL120CTa3"	2	2	2	2	2	2	2
"CUT_CGL121CTa3"	2	2	2	2	2	2	2
"CUT_CGL124CD2"	2	2	2	2	2	2	2
"CUT_CGL125WTs1"	44.1231	45.0845	2	2	88.6145	33.72	19.4496
"CUT_CGL128CTa3-B"	2	2	2	2	2	2	2
"CUT_CGL143CTa3"	2	2	2	2	2	2	2
"CUT_CGL146CTa3"	2	2	2	2	2	2	2
"CUT_CGL148WD2"	2	2	2	2	2	2	2
"CUT_CGL156WTs3"	2	2	2	2	2	2	2
"CUT_CGL157WTa3"	2	2	2	2	2	2	2
"CUT_CGL158WTa3-B"	2	2	2	2	2	2	2
"CUT_CGL166WD1-B"	2	2	2	2	2	2	2
"CUT_CGL175CTa3-B"	2	2	2	2	2	2	2
"CUT_CGL178WD1-A"	2	2	2	2	2	2	2
"CUT_CGL178WD1-C"	3.20025	5.26908	7.80003	2	5.14888	7.32329	9.8715
"CUT_CGL179CD1-B"	10.1782	20.7782	20.0383	15.6789	17.7326	38.2755	29.6299
"CUT_CGL179CD1-D"	2	2	2	2	2	2	3.2128
"CUT_CGL179CD3-B"	2	2	2	2	2	2	2
"CUT_CGL184CTa3-A"	2	2	2	2	2	2	2
"CUT_CGL185CTa2"	3.3497	4.29319	2	2	2	2	3.00838
"CUT_CGL188C-ATa1"	2	2	2	2	2.86038	2	2
"CUT_CGL196WTa3"	2	2	2	2	2	2	2
"CUT_CGL198WTa3"	2	2	2	2	2	2	2
"CUT_CGL200CC3-A"	2	2	2	2	2	2	2
"CUT_CGL202WTs2"	2	2	2	2	2	2	2
"CUT_CGL209WTs2"	8.02827	2	2	3.37727	2	2	2
"CUT_CGL210WTa2"	2	2	2	2	2	2	2
"CUT_CGL210WTa4"	2	2	2	2	2	2	2
"CUT_CGL216WTa3-B"	2	2	2	2	2	2	2
"CUT_CGL225WD1-A"	2	2	2	2	2	2	2
"CUT_CGL229CTa1"	2	2	2	2	2	2	2
"CUT_CGL235WTa2"	2	2	2	4.10573	3.02127	2	2
"CUT_CGL249WTa2"	2	2	2	2	2	2	2
"CUT_CGL253WTs3-A"	2	2	2	2	2	2	2
"CUT_CGL253WTs3-B"	2	2	2	2	2	2	2
"CUT_CGL254WTa3-B"	2	2	2	2	2	2	2
"CUT_CGL257CD1"	36.3693	43.049	14.5172	6.98218	7.51728	18.028	28.2333
"CUT_CGR008CTs2"	2	2	2	2	2	2	2
"CUT_CGR008CTs3"	2	2	2	2	2	2	2
"CUT_CGR013WTa3-B"	2	2	2	2	2	2	2
"CUT_CGR015CC3"	2	2	2	2	2	2	2
"CUT_CGR016WD3"	2	2	2	2	2	2	2
"CUT_CGR021WD1"	2	2	2	2	2	2	2
"CUT_CGR021WTa2"	2	2	2	2	2	2	2
"CUT_CGR024CTs1-A"	2	2	2	2	2	2	2
"CUT_CGR027CD1-A"	2	2	2	2	2	2	2.52888
"CUT_CGR027CD1-B"	2	2	2	2	2	2	2
"CUT_CGR029WC1"	2	2	2	2	2	2	2
"CUT_CGR031WTa1-A"	2	2	2	2	2	2	2
"CUT_CGR032WTs1-B"	2	2	2	2	2	2	2
"CUT_CGR033CC4"	2	2	2	2	2	2	2
"CUT_CGR035CD2"	2	2	2	2	2	2	2
"CUT_CGR037CTa1-A"	2	2	2	2	2	2	2
"CUT_CGR040WD1-A"	2	2	2	3.47452	2	2	2
"CUT_CGR043CTs2"	2	2	2	2	2	2	2
"CUT_CGR052WTs1-A"	2	2	2	2	2	2	2
"CUT_CGR058WD2"	2	2	2	2	2	2	2.56799
"CUT_CGR059WTa3"	2	2	2	2	2	2	2
"CUT_CGR061CTs2"	2	2	2	2	2	2	2
"CUT_CGR065CTa3"	2	2	2	2	2	2	2
"CUT_CGR067CTa2"	2	2	2	2	2	2	2
"CUT_CGR070WD2"	2	2	2	2	2	2	2
"CUT_CGR076CTa2"	2	2	2	2	2	2	2
"CUT_CGR076CTa3"	2	2	2	2	2	2	2
"CUT_CGR084CTa3-A"	2	2	2	2	2	2	2
"CUT_CGR087CD3"	2	2	2	2	2	2	2
"CUT_CGR088WD2"	2	2	2	2	2	2	2
"CUT_CGR088WTa2"	2	2	2	2	2	2	2
"CUT_CGR091WTa3-C"	2	2	2	2	2	2	2
"CUT_CGR093WTa3-A"	2	2	2	2	2	2	2
"CUT_CGR096WTa3-A"	2	2	2	2.47394	2	2	2
"CUT_CGR097WTs1-B"	235.385	61.537	196.125	75.0637	152.326	87.1448	79.9767
"CUT_CGR108WD1-F"	2	2	2	2	2	2	2
"CUT_CGR111WTa2"	2	2	2	2	2	2	2
"CUT_CGR118WC3-A"	2	2	2	2	2	2	5.4557
"CUT_CGR121CD1"	2	2	2	2	2	2	2
"CUT_CGR121CD2"	17.4231	2	33.4255	19.5021	22.9853	2	2
"CUT_CGR124WTa1-A"	2	2	2	2	2	2	2
"CUT_CGR124WTs2"	9.84181	12.4627	34.4123	3.3582	15.0788	14.791	14.2726
"CUT_CGR126WTa3-A"	2	2	2	2	2	2	2
"CUT_CGR126WTa3-B"	2	2	2	2	2	2	2
"CUT_CGR130CD2"	2	2	2	2	2	2	2
"CUT_CGR135WTa3-A"	2	2	2	2	2	2	2
"CUT_CGR135WTa3-C"	2	2	2	2	2	2	2
"CUT_CGR140WD1-C"	2	2	2	2	2	2.16799	3.57919
"CUT_CGR147CTa3-A"	2	2	2	2	2	2	2
"CUT_CGR152CC3-B"	2	2	2	2	2	2	2
"CUT_CGR153WD2"	2	2	2	2	2	2	2
"CUT_CGR155WD3-A"	2	2	2	2	2	2	2
"CUT_CGR156WTa3-B"	2	2	2	2	2	2	2
"CUT_CGR156WTs3-A"	2.19372	2	2	2	2	2	2
"CUT_CGR159CD1-B"	2	2	2.31909	2.38785	2	7.55571	3.87829
"CUT_CGR159CTa3-A"	2	2	2	2	2	2	2
"CUT_CGR162WTs2"	2	3.84315	16.2809	3.2224	2	12.2477	15.0311
"CUT_CGR166WTa3-B"	2	2	2	2	2	2	2
"CUT_CGR166WTa4"	2	2	2	2	2	2	2
"CUT_CGR172CTa3"	2	2	2	2	2	2	2
"CUT_CGR180CTa3-A"	2	2	2	2	2	2	2
"CUT_CGR184CTa3"	2	2	2	2	2	2	2
"CUT_CGR191WD1-B"	7.08652	13.3316	18.0688	19.6456	11.3128	12.4038	19.9014
"CUT_CGR192CTs2"	3000.5	1709.51	1789.64	773.739	642.233	1087.25	537.421
"CUT_CGR193CTa3-A"	2	2	2	2	2	2	2
"CUT_CGR197CD2"	2	2	2	2	2	2	2
"CUT_CGR202CD2"	2	2	2	2	2	2	2
"CUT_CGR203WD1"	2	2	2	2	2	2	2
"CUT_CGR224WD2"	2	2	2	2	2	2	2
"CUT_CGR233CD1-D"	2	2	2	2	2	2	2
"CUT_CGR234WD1-A"	2	2	2	2	2	2	2
"CUT_CGR236CTa2"	2	2	2	2	2	2	2
"CUT_CGR239CTa2"	2	2	2	2	2	2	2
"CUT_CGR240CTs2"	2	2.79607	6.18354	2.62537	5.37102	13.5954	3.65218
"CUT_CGR245CTa3-B"	2	2	2	2	2	2	2
"CUT_CGR246CD1"	2	2	2	2	2	2	2
"CUT_CGR250CD1-A"	2	2	2	2	2	2	2
"CUT_CGR251WD1-A"	2	2	2	2	2	2	2
"CUT_CGR251WTa1"	2	2	2	2	2	2	2
"CUT_CGR254WD2"	24.0808	65.9273	34.7586	23.843	21.5304	30.2549	31.4814
"CUT_CGR268CTa3"	2	2	2	2	2	2	2
"CUT_CGR279CTs1-A"	2	2	2	2	2	2	2
"CUT_CGR280CTa3"	2	2	2	2	2	2	2
"CUT_CGR283CTa3-B"	2	2	2	2	2	2	2
"CUT_CGR283CTa3-D"	2	2	2	2	2	2	2
"CUT_CGR285CTa3"	2	2	2	2	2	2	2
"CUT_CGR286CTa2"	2	2	2	2	2	2	2
"CUT_CGR286CTs2"	6.01434	2	18.3762	2	69.7351	2	24.4943
"CUT_CGR287CTa1-A"	2	2	2	2	3.01608	2	2
"CUT_CGR288WD2"	2	2	2	2	2	2	2
"CUT_CGR294WTs1-A"	2	2	2	2	2	2	2
"CUT_CGRCTy2-1Ta1-A"	2	2	2	2	2	2	2
"CUT_CGRCTy2-1Ta1-B"	2	2	2	3.04351	2	2	2
"CUT_CGRWTy1-1D1-A"	2	2	2	2	2	2	2
"CUT_CHL002WD2"	2	2.26659	2	2	2	2	3.15682
"CUT_CHL006CD3"	2	2	2	2	2	2	2
"CUT_CHL006CTa3"	2	2	2	2	2	2	2
"CUT_CHL010CTa3-A"	2	2	2	2	2	2	2
"CUT_CHL011CTs2"	80.1606	19.6096	71.4085	45.7615	51.7117	53.2901	43.9428
"CUT_CHL015WTs1-B"	2	2	2	2	2	2	2
"CUT_CHL016CD2"	2	2	2	2	2	2	2
"CUT_CHL018WTa4"	2	2	2	2	2	2	2
"CUT_CHL028WTa3-A"	2	2	2	2	2	2	2
"CUT_CHL040CC1"	2	2	2	2	2	2	2
"CUT_CHL042WC1-C"	2	2	2	2	2	2	2
"CUT_CHL046CTa1-B"	2	2	2	2	2	2	2
"CUT_CHL047CTs1-A"	2	2	2	2	2	2	2
"CUT_CHR006WD3"	2	2	2	2	2	2	2
"CUT_CHR007CTs1"	2	2	2	2	2	2	2
"CUT_CHR008CTa3-A"	2	2	2	2	2	2	2
"CUT_CHR021W-AD4"	2	2	2	2	2	2	2
"CUT_CHR023WD2"	2	2	2	2	2	2	2
"CUT_CHR029CTa3-C"	2	2	2	2	2	2	2
"CUT_CHR031CTa3-C"	2	2	2	2	2	2	2
"CUT_CHR039C-ATa3"	2	2	2	2	2	2	2
"CUT_CHR044CD1"	5.18682	9.73611	10.7287	16.1432	16.2575	14.4979	12.4827
"CUT_CHR047CTa3-B"	2	2	2	2	2	2	2
"CUT_CHR049WTs3"	2	2	2	2	2	2	2
"CUT_CHR050WTa3"	2	2	2	2	2	2	2
"CUT_CHR060WC4"	2	2	2	2	2	2	2
"CUT_CHR067WTa3-A"	2	2	2	2.09601	2	3.1753	2.38061
"CUT_CHR072W-ATa2"	2	2	2	2	2	2	2
"CUT_CHR076WD1-A"	2	2	2	2	2	2	2
"CUT_CHR083WTa3"	2	2	2	2	2	2	2
"CUT_CHR086WTa3-B"	2	2	2	2	2	2	2
"CUT_CHR087WTa2"	2	2	2	2	2	2	2
"CUT_CHR092CTa2"	2	2	2	2	2	2	2
"CUT_CHR096CTa1"	2	2	2	2	2	2	2
"CUT_CHR102WTa3-B"	2	2	2	3.95619	2	2	2
"CUT_CHR110WTa3-B"	2	2	2	2	2	2	2
"CUT_CHR112CD1-A"	2	2	2	2	2	2	2
"CUT_CHR112CD1-B"	7.00359	9.26484	4.97312	16.0204	12.3753	17.2097	15.6671
"CUT_CHR116WTa3-A"	2	2	2	2	2	2	2
"CUT_CHR121WTa3"	2	2	2	2	2	2	2
"CUT_CHR128WTs2"	71.9601	12.2713	11.337	12.712	10.4486	6.83546	5.95743
"CUT_CHR128WTs3"	2	2	2	2	2	2	2
"CUT_CHR131CTa1-B"	2	2	2	2	2	2	2
"CUT_CHR140WTa3-B"	2	2	2	2	2	2	2
"CUT_CHR154WTa1-C"	2	2	2	2	2	2	2
"CUT_CHR168WTa3"	2	2	2	2	2	2	2
"CUT_CHR172WTa3-A"	2	2	2	2	2	2	2
"CUT_CHR172WTa3-C"	2	2	2	2	2	2.0556	2.96449
"CUT_CHR174WTs2"	2	2	2	2	2	2	2
"CUT_CHR174WTs3-A"	2	2	2	2	2	2	2
"CUT_CHR178WTa1"	2	2	2	2	2	2	2
"CUT_CHR179WTa1-F"	2	2	2	2	2	2	2
"CUT_CHR179WTs1-B"	2	2	2	2	2	2.30466	2
"CUT_CHR183WTs2"	2	2	2	2	2	2	2
"CUT_CHR192WC3-B"	2	2	2	2	2	2	2
"CUT_CHR194WD3-A"	2	2	2	2	2	2	2
"CUT_CHR199CTa3"	2	2	2	2	2	2	2
"CUT_CHR207CD2"	2	2	4.12462	2	2	2	2
"CUT_CHR208WTa2"	2	2	2	2	2	2	2
"CUT_CHR211WTa1-B"	2	2	2	2	2	2	2
"CUT_CHR213W-ATa4"	12.2247	12.889	13.0397	26.2307	25.0325	25.0216	25.8809
"CUT_CHR214C-DTa1-B"	2	2	2	2	2	2	2
"CUT_CHR214C-ETs4"	2	2	2.52897	2	3.21306	3.53396	8.1235
"CUT_CHR215WC1-A"	2	2	2	2	2	2	11.4688
"CUT_CHR216WTs2"	2	2	2	2	2	2	2
"CUT_CIL003WTa3"	2	2	2	2	2	2	2
"CUT_CIL006WD1-B"	5.18128	6.85426	5.88804	16.5765	13.5657	11.6435	17.2837
"CUT_CIL009WD1-A"	2	2	2	2	2	2	2
"CUT_CIL009WTa1"	2	2	2	2	2	2	2
"CUT_CIL019WTa3-B"	2	2	2	2	2	2	2
"CUT_CIL022WD1-B"	2	2.00335	2	2	2	5.4858	8.34584
"CUT_CIL042CTa3-B"	2	2	2	2	2	2	2
"CUT_CIL043CTa3"	2	2	2	2.45935	2.67322	4.3262	3.92389
"CUT_CIL045WC3-B"	2	2	2	2	2	2	2
"CUT_CIL049WTa3-B"	2	2	2	2	2	2	2
"CUT_CIL050WD1-B"	2	2	2	2	2	2	2
"CUT_CIL050WTa3-A"	2	2	2	2	2	2	2
"CUT_CIL051CD1-B"	2	2	2	2	2	2	2
"CUT_CIL051CD2"	70.7976	111.932	70.335	77.0907	81.5241	97.9976	89.9682
"CUT_CIL051CTa2"	2	2.21538	3.00578	3.39156	2	3.57352	2
"CUT_CIL052CC3"	2	2	2	2	2	2	2
"CUT_CIL053WD2"	335.231	224.221	182.192	215.854	176.019	161.35	132.884
"CUT_CIL057CC2"	2	2	2	2	3.3524	2	2.30622
"CUT_CIL067CTa3-A"	2	2	2	2	2	2	2
"CUT_CIL067CTs3"	2	2	2	2	2	2	2
"CUT_CIL077CD1-A"	22.4397	14.2266	17.0592	30.7229	18.986	19.0708	27.993
"CUT_CIL078WD1"	2	2	2	2	2	2	2
"CUT_CIL085CTa1"	2	2	2	2	2	2	2
"CUT_CIL085CTa3"	2	2	2	2	2	2	2
"CUT_CIL093CTa3-A"	2	2	2	2	2	2	2
"CUT_CIL093CTa3-B"	2	2	2	2	2.51608	2	3.59734
"CUT_CIL101CD2"	2	2	2	6.29799	9.88057	2	2
"CUT_CIL107CD2"	2	2	2	2	2	2	2
"CUT_CIL108WD3"	2	2	2	2	2	2	2
"CUT_CIL109CD1"	2	2	2	2	2	2	2
"CUT_CIL116WD3"	2	2	2	2	2	2	2
"CUT_CIL123WTa2"	2	2	2	2	2	2	2
"CUT_CIL124WTa1-B"	2	2	2	2	2	2	2
"CUT_CIL124WTa3"	2	2	2	2	2	2	2
"CUT_CIL131CD3"	2	2	2	2	2	2	2
"CUT_CIL136WD1"	2	2	2	2	2	2	2
"CUT_CIL137CD1-A"	2	2	2	2	2	2	2
"CUT_CIL142WTa3"	2	2	2.92763	2	2	3.15491	2
"CUT_CIL153WTa3"	2	2	2	3.37835	2	2	2
"CUT_CIL157CD2"	2	2	2	2	2	2	2
"CUT_CIL162WD2"	2	2	2	2	2	2	2
"CUT_CIL166CTa1-C"	2	2	2	2	2	2	2
"CUT_CILWTy3-1D1-A"	2	2	2	2	2	2	2
"CUT_CIR003WTa3"	2	2	2	2	2	2	3.00684
"CUT_CIR014WTa2"	2	2	2	2	2	2	2
"CUT_CIR021WTa3"	2	2	2	2	2	2	2
"CUT_CIR025WD2"	2	2	2	2	2	2	2
"CUT_CIR032CTa3-A"	2	2	2	2	2	2	2
"CUT_CIR039CTa1-A"	2	2	2	2	2	3.51889	4.01921
"CUT_CJL003WD2"	2	2.86168	3.54661	2.81529	4.1596	3.83287	2.73258
"CUT_CJL011CTa1-A"	2	2	2	2	2	2	2
"CUT_CJL016WTa3-A"	2	2	2	2	2	2	2
"CUT_CJL019WD1"	2	2	2	2	2	2	2
"CUT_CJL019WTa3-A"	2	2	2	2	2	2	2
"CUT_CJL020CTa3-C"	2	2	2	2	2	2	2
"CUT_CJL026WTa3"	2	2	2	2	2	2	2
"CUT_CJL036WC2"	2	2	2	2	2	2	2
"CUT_CJL037WTa1"	2	2	2	2	2	2	2
"CUT_CJL047CTa3"	2	2	2	2	2	2	5.69467
"CUT_CJL052WD2"	6.14999	2	2	2	2	2	2
"CUT_CJL053WC2"	2	2	2	2	2	2	2.43352
"CUT_CJL053WTs1"	2	2	2	2	2	2	2
"CUT_CJL061WTa1-B"	2	2	2	2	2	2	2
"CUT_CJL062W-ATa2"	2	2	2	2	2	2	2
"CUT_CJL062WTa3-B"	2	2	2	2	2	2	2
"CUT_CJL065CTa3"	2	2	2	2	2	2	2
"CUT_CJL079CTa2"	2	2	2	2	2	2	2
"CUT_CJL082WTs2"	4.58396	2	2	2	2	2	2
"CUT_CJL089WTa3-A"	7.36397	5.80377	11.1082	9.31708	14.7699	9.61127	8.39283
"CUT_CJL089WTa3-B"	2	2	2	2	2	2	2
"CUT_CJL090CTa3-B"	2	2	2	2	2	2	2
"CUT_CJL106WD1"	2	2	2	2	2	2	2
"CUT_CJL107CD2"	22.8062	10.238	15.2598	17.3212	18.1701	46.5176	26.8188
"CUT_CJL124CTa2"	2	2	2	2	2	2	2
"CUT_CJL127C-BTa1-A"	2	2	2	2	2	2	2.00783
"CUT_CJL127C-BTa1-B"	2	2	2	2	2	2	2
"CUT_CJL127CTa1-A"	2	2	2	2	2	2	2
"CUT_CJL128CTs1-A"	2	2.76318	3.03365	2.13918	2.6042	6.67075	8.48832
"CUT_CJL129CTa3-A"	2	2	2	2	2	2	2
"CUT_CJL130CTs2"	71.7302	50.1881	98.1537	124.09	148.42	93.7673	72.742
"CUT_CJL132WTs3-A"	2	2	2	2	2	2	2
"CUT_CJL133C-AD3"	2	2	2	2	2	2	2
"CUT_CJL136CD1"	2	2	2	2	2	2	5.2099
"CUT_CJL140WD3"	2	2	2	2	2	2	2
"CUT_CJL145WTa1"	2	3.53018	6.30712	8.30657	9.06909	8.25824	13.0382
"CUT_CJL146WTa3"	2	2	2	2.37784	2	2	2
"CUT_CJL147CD1-A"	2	2	2	2	2	2	2
"CUT_CJL149WD1"	2	2	2	2	2	2	2
"CUT_CJL149WD3"	2	2	2	2	2	2	2
"CUT_CJL153CTa3"	2	2	2	2	2	2	2
"CUT_CJL155CTa3"	2	2	2	2	2	2	2
"CUT_CJL158CTs3-B"	2	2	2	2	2	2	2
"CUT_CJL159WD1-D"	2	2	2	2	2	2	2
"CUT_CJL159WD3-A"	2	2	2	2	2	2	2
"CUT_CJL159WD3-B"	2	2	2	2	2	2	2
"CUT_CJL160CD1"	2	2	2	2	2	2	2
"CUT_CJL160CD2"	2	2.06066	2	2	2	2.27938	2.28099
"CUT_CJL163CTa3-A"	2	2	2	2	2	2	2
"CUT_CJL167WD2"	2	2	2	2	2	2	2
"CUT_CJL171CTs3"	2	2	2	2	2	2	2
"CUT_CJL172WC3"	2	2	2	2	2	2	2
"CUT_CJL172WD1"	2	2	2	2	2	2	2
"CUT_CJL181WC2"	2	2	2	2	2	2	2
"CUT_CJL183WTa3-B"	2	2	2	2	2	2	2
"CUT_CJL187CD1-B"	2	2	2	2	2	2	2
"CUT_CJL190CC3-A"	2.2725	2	2	2	2	2	2
"CUT_CJL198WTa2"	2	2	2	2	2	2	2
"CUT_CJL203WTa3"	2	2	2	2	2	2	2
"CUT_CJL212CD2"	2	2	2	2	2	2	2
"CUT_CJL213WTs1-B"	4.05771	5.99061	11.908	17.8845	25.8694	22.5523	17.0002
"CUT_CJR005WD1-B"	2	2	2	2	2	2	2
"CUT_CJR006WTa3"	2	2	2	2	2	2	2
"CUT_CJR009CD3-D"	166.984	2	2	2	2	2	2
"CUT_CJR010WD2"	2	4.95508	5.07927	6.46844	11.3146	9.07628	4.80373
"CUT_CJR011CTa2"	2	2	2	2	2	2	2
"CUT_CJR013WTa3-C"	2	2	2	2	2	2	2
"CUT_CJR016CTs3-B"	2	2	2	2	2	2	2
"CUT_CJR017CTa4"	2	2	2	2	2	2	2
"CUT_CJR019CTa3-A"	2	2	2	2	2	2	2
"CUT_CJR025CD1-A"	2	2	2	2	2	2	2
"CUT_CJR025CTa3"	2	2	2	2	2	2	2
"CUT_CJR026WTa1"	2	2	2	2	2	2	2
"CUT_CJR031CTa3"	2	2	2	2	2	2	2
"CUT_CJR034WTa2"	2	2	2	2.93347	2	2	2
